sample_index,Class_0,Class_1,Class_2,Class_3,Class_4,Class_5,Class_6,Class_7,Class_8,Class_9,predicted_label
4120,-30,-30,-30,-30,-21,30,-30,-30,-30,-30,5
7071,-30,-30,-30,-30,-30,-30,-30,30,-30,-30,7
3694,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,0
4061,-30,-30,-30,-30,-30,-30,-30,-30,-30,-25,9
3921,-30,-30,18,27,-30,-30,-30,-30,-30,-30,3
1604,-30,-30,-30,-30,-30,-30,-30,30,-30,-30,7
2730,-30,-30,-30,-30,16,-30,-30,-30,-30,-30,4
378,-30,-30,-30,-30,-30,-30,30,-30,-30,-30,6
1087,-30,-30,-30,-30,30,-7,-30,-30,-30,-30,4
5788,-30,-30,-30,30,-30,-30,-30,-30,-30,-30,3
974,30,-30,-30,-30,-30,-23,-30,-30,-30,-30,0
4224,-30,-30,-30,-30,-30,-30,-30,30,-30,-30,7
574,30,-30,-30,-30,-30,-18,-30,-30,-30,-30,0
4957,-30,-30,30,-30,-30,-28,-30,-30,-30,-30,2
7950,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,0
6308,-30,30,-30,-30,-30,-30,-30,-30,-30,-30,1
8023,-30,-30,-30,-30,-30,-30,-30,30,-30,-30,7
1647,-30,-30,-30,30,-30,30,-30,-30,-30,-30,3
2373,-30,-30,30,-30,-30,-30,-30,-30,-30,-30,2
1925,-30,-30,-30,-30,-30,-30,-30,-30,-30,30,9
1580,-30,-30,-30,-30,-30,-30,-30,30,-30,-30,7
4855,-30,-30,-30,-30,-30,-30,-30,3,-30,-30,7
3077,-30,-30,-30,-30,-30,-30,30,-30,-30,-30,6
6509,-30,-30,30,-30,-30,-30,-30,-30,-30,-30,2
959,-30,-30,-30,-30,-30,-30,-30,30,-30,-30,7
9246,-30,-30,-30,-30,-30,30,-30,-30,-21,-30,5
4146,-30,-30,-30,-30,30,-30,-30,-30,-30,-30,4
1244,-30,-30,-30,-30,-30,-30,-30,30,-30,-30,7
3158,-30,-30,-30,23,-30,-28,-30,-30,-30,-30,3
9486,-30,-30,-30,-30,-30,-30,30,-30,-30,-30,6
8764,-30,30,-30,-30,-30,-30,-30,-30,-30,-30,1
227,-30,-30,-30,30,-30,-6,-30,-30,-30,-30,3
2427,-30,-30,-30,-30,-30,-30,30,-30,-30,-30,6
2038,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,0
9867,-30,-30,-30,30,-30,-30,-30,-30,-30,-30,3
6902,-30,30,-30,-30,-30,-30,-30,-30,-30,-30,1
3815,-30,-30,-30,-30,-29,-30,-30,-30,-30,-30,4
4666,-30,30,-30,-30,-30,-30,-30,-30,-30,-30,1
2489,-30,-30,-30,-30,-30,-11,-30,-3,-30,-30,7
8251,-30,-30,-30,-30,-30,-11,30,-30,-30,-30,6
7977,-30,-30,-30,-30,-30,-30,-30,-30,-30,30,9
9871,-30,-30,-30,-30,-30,-30,30,-30,-30,-30,6
5815,30,-30,-30,-30,-30,-27,-30,-30,-30,-30,0
8914,-30,-30,-30,-30,-30,30,-30,-30,-30,-30,5
7293,-30,-30,-30,-30,30,-20,-30,-30,-30,-30,4
6045,-30,-30,-30,-30,-30,-30,-30,-30,-30,30,9
6439,-30,-30,-30,-30,-30,-30,-30,-30,-30,30,9
5148,-30,-30,30,-30,-30,-30,-30,-30,-30,-30,2
7870,-30,30,-30,-30,-30,-30,-30,-30,-30,-30,1
7617,-30,-30,-30,-30,-30,-30,-30,-30,-30,30,9
8051,-30,-30,-30,-30,30,-30,-30,-30,-30,-30,4
9852,-30,-30,-30,-30,-30,-17,-30,-30,30,-30,8
1632,-30,-30,-30,-30,-30,-30,-30,30,-30,-30,7
9953,-30,-30,-30,30,-30,11,-30,-30,-30,-30,3
8836,-30,-30,-30,-30,-30,-30,-30,-30,-30,30,9
1740,-30,-30,-30,-30,-30,-30,-30,30,-30,-30,7
160,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,0
5628,-30,-30,-30,-30,30,-30,-30,-30,-30,-30,4
4553,-30,-30,-30,-30,30,-28,-30,-30,-30,-30,4
1193,-30,-30,-30,-30,-30,-30,-30,-30,-30,30,9
2340,-30,-30,-30,-30,-30,-30,-30,-30,-16,-30,8
535,-30,-30,-30,7,-30,9,-30,-30,-30,-30,5
7690,-30,-30,-30,-30,1,-30,-30,-30,-30,-30,4
3549,-30,-30,-30,-30,-30,-30,-30,30,-30,-30,7
1253,-30,-30,-30,-30,-30,-30,30,-30,-30,-30,6
1254,-30,-30,-30,-30,-30,-30,-30,30,-30,-30,7
4267,-30,-30,-30,-30,-6,-30,-30,-30,-30,-30,4
9365,25,-30,-30,-30,-30,-12,-30,-30,-30,-30,0
1816,-30,-30,-30,-30,-30,30,-30,-30,-30,-30,5
1462,-30,-30,-30,-20,-30,-30,-30,-30,1,-30,8
1441,-30,-30,-30,-30,-30,30,-30,-30,-30,-30,5
6892,-30,-30,-30,-30,-30,-30,30,-30,-30,-30,6
4833,-30,-30,-30,-30,-30,-30,30,-30,-30,-30,6
4444,-30,-30,-30,-30,-30,30,-30,-30,-30,-30,5
5402,-30,-30,-30,-30,-30,-30,-30,16,-30,-30,7
2125,-30,-30,-30,-30,-30,-30,-30,-30,30,-30,8
9096,-30,30,-30,-30,-30,-30,-30,-30,-30,-30,1
9037,30,-30,-30,-30,-30,-30,-30,-30,-30,-30,0
1768,-30,30,-30,-30,-30,-30,-30,-30,-30,-30,1
2856,-30,-30,-30,-30,-30,-30,30,-30,-30,-30,6
9193,-30,-30,-30,-30,10,-30,-30,-30,-30,-30,4
3316,-30,-30,-30,-30,-30,-30,30,-30,-30,-30,6
7565,-30,-30,-30,-30,-30,-30,-30,30,-30,-30,7
6708,-30,-30,7,30,-30,-30,-30,-30,-30,-30,3
4251,-30,30,-30,-30,-30,-30,-30,-30,-30,-30,1
1343,-30,-30,-30,-30,-30,-30,-30,-9,-30,-30,7
9837,-30,30,-30,-30,-30,-30,-30,-30,-30,-30,1
5906,-30,-30,-30,-30,-30,-8,-30,-30,30,-30,8
6742,-30,-30,30,-30,-30,-30,-30,-30,-30,-30,2
2977,30,-30,-30,-30,-30,-30,-30,-30,-30,-30,0
2421,-30,-30,28,-30,-30,-15,-30,-30,-30,-27,2
599,-30,-30,-30,-30,-11,-30,-30,-30,-30,-30,4
9186,-30,-30,-30,-30,-30,-1,-30,-30,-26,-30,5
8294,-30,-30,-30,-30,-30,30,-30,-30,-30,-30,5
4173,-30,-30,-30,-15,-30,30,-30,-30,-30,-30,5
4022,-30,30,-30,-30,-30,-30,-30,-30,-30,-30,1
2,-30,-30,-30,-30,-30,30,-30,-30,-30,-30,5
8413,-30,-30,-30,-30,-30,-30,30,-30,-30,-30,6
9575,30,-30,-30,-30,-30,-30,-30,-30,-30,-30,0
1481,-30,-30,-30,19,-30,-30,-30,-30,-30,-30,3
1878,-30,-30,-30,-30,30,-30,-30,-30,-30,-30,4
4584,-30,-30,-30,-30,-9,-30,-30,-30,-30,-30,4
8174,-30,-30,-30,-30,-30,-30,30,-30,-30,-30,6
3950,-30,-30,-30,-30,-30,30,-30,-30,-30,-30,5
9136,-30,-30,-30,-30,30,-30,-30,-30,-30,-30,4
6170,-30,-30,-30,-30,-30,-30,30,-30,-30,-30,6
5612,-30,-30,-30,-30,-30,30,-30,-30,-30,-30,5
4370,-30,-30,-30,-30,21,-30,-30,-30,-30,-30,4
7197,-30,-30,-30,-30,-30,30,-30,-30,-30,-30,5
4072,-30,30,-30,-30,-30,-30,-30,-30,-30,-30,1
7809,-30,-30,-30,-30,30,-30,-30,-30,-30,-30,4
9100,-30,-30,-30,-30,30,-30,-30,-30,-30,-30,4
3071,-30,-30,-30,-30,-30,-30,-30,12,-30,-30,7
1855,-30,-30,30,-30,-30,-10,-30,-30,-30,-30,2
2365,-30,-30,-30,30,-30,-3,-30,-30,-30,-30,3
7143,-30,-30,30,-30,-30,-30,-30,-30,-30,-30,2
2078,-30,-9,-30,-30,-30,-30,-30,30,-30,-30,7
118,-30,30,-30,-30,-30,-30,-30,-30,-30,-30,1
8453,-30,-30,-30,-30,-30,0,-30,-30,30,-30,8
1640,-30,30,-30,-30,-30,-30,-30,-30,-30,-30,1
3885,-30,-30,-17,-30,-30,-25,-30,-30,30,-30,8
2314,-30,30,-30,-30,-30,-30,-30,-30,-30,-30,1
5215,-30,-30,-30,-30,-30,-24,-30,-30,10,-30,8
435,-30,-30,-30,-30,-30,30,-30,-30,-30,-30,5
546,30,-30,-30,-30,-30,-30,-30,-30,-30,-30,0
777,-30,-30,-30,0,-30,-30,-30,-30,-6,-30,3
9775,-30,-30,-30,-30,19,-30,-30,-30,-30,-30,4
2487,-30,-30,30,-15,-30,-15,-30,-30,-30,-30,2
463,-30,-30,-30,-30,-30,30,-30,-30,-30,-30,5
6524,30,-30,-30,-30,-30,-17,-30,-30,-30,-30,0
372,-30,30,-30,-30,-30,-30,-30,-30,-30,-30,1
4878,-30,18,-30,-30,-30,-30,-30,-30,-30,-30,1
6791,-30,30,-30,-30,-30,-30,-30,-30,-30,-30,1
3923,30,-30,-30,-30,-30,-30,-30,-30,-30,-30,0
3716,-30,-30,-30,-22,-30,-30,-30,-30,-30,-30,3
1879,30,-30,-30,-30,-30,-30,-30,-30,-30,-30,0
7187,-30,-29,-30,-30,-30,-24,-30,-30,-30,-30,5
5101,-30,30,-30,-30,-30,-30,-30,-30,-30,-30,1
7417,-30,-30,-30,-30,-30,-30,30,-30,-30,-30,6
7170,-30,-30,-30,-30,-22,-30,-30,-30,-30,-30,4
9537,-30,-30,30,1,-30,-30,-30,-30,-30,-30,2
6296,-30,-30,-30,10,-30,-2,-30,-30,-30,-30,3
886,-30,-30,-30,-30,-30,-30,30,-30,-30,-30,6
6302,-30,30,-30,-30,-30,-30,-30,-30,-30,-30,1
2401,-30,30,-30,-30,-30,-30,-30,-30,-30,-30,1
9449,-30,30,-30,-30,-30,-30,-30,-30,-30,-30,1
5168,-30,-30,-30,30,-30,-22,-30,-30,-30,-30,3
6488,-30,-30,-30,-30,-30,-30,-30,-30,-30,30,9
3473,-30,-30,-30,4,-30,30,-30,-30,-30,-30,5
8604,-30,-30,30,-30,-30,-30,-30,-30,-30,-30,2
1226,-30,-30,-30,-30,-30,-30,-30,-30,-30,3,9
9156,-30,-30,-30,-30,30,-30,-30,-30,-30,-30,4
3729,-30,-30,-30,-30,-30,17,-30,-30,-30,-30,5
2073,-30,-30,-30,-30,-30,-30,-30,-30,-30,12,9
128,-30,-30,-30,30,-30,-30,-30,-30,-30,-30,3
5681,-30,-30,-30,-30,-30,-30,-30,-30,-30,30,9
9646,20,-30,-30,-30,-30,-30,-30,-30,-30,-30,0
6240,-30,-30,-30,30,-30,-30,-30,-30,-30,-30,3
5972,-30,-30,-30,-30,-30,30,-10,-30,-30,-30,5
1682,-30,-30,-30,-30,-30,30,-30,-30,-30,-30,5
4748,-30,-30,-30,-30,-30,30,-30,-30,-30,-30,5
6801,-30,-30,-30,-30,-30,-30,-30,30,-30,-30,7
6796,-30,-30,30,-19,-30,-30,-30,-30,-30,-30,2
9654,-30,-30,-6,-30,-30,-19,-30,-30,-30,-30,2
6598,-30,-30,-30,-30,-30,-30,-30,30,-30,-30,7
7101,-30,30,-30,-30,-30,-30,-30,-30,-30,-30,1
6182,-30,-30,30,-30,-30,-30,-30,-30,-30,-30,2
5241,-30,-30,-30,-30,-30,-30,-30,-30,30,-30,8
519,-30,-30,-30,-30,30,-30,-30,-30,-30,-30,4
2889,-30,30,-30,-30,-30,-30,-30,-30,-30,-30,1
8271,-30,-30,-30,-30,-30,-30,-30,30,-30,-30,7
4116,-30,-30,-30,30,-30,-30,-30,-30,-30,-30,3
6481,-30,-30,-30,30,-30,-30,-30,-30,-30,-30,3
6309,-30,-30,-30,-30,-30,14,-30,-30,30,-30,8
2211,-30,-30,-30,-30,-30,-30,-30,-30,30,-30,8
4017,-30,-30,-30,-30,-30,-30,-30,30,-30,-30,7
4721,-30,-30,-30,-30,-30,-30,-30,-30,-30,30,9
3217,-30,-30,30,-30,-30,-30,-30,-30,-30,-30,2
5623,-30,-30,30,-30,-30,-30,-30,-30,-30,-30,2
5060,-30,-30,-30,-30,30,-30,-30,-30,-30,-30,4
461,-30,30,-30,-30,-30,-30,-30,-30,-30,-30,1
2082,-30,-30,-30,-30,-30,30,-30,-30,-30,-30,5
5236,-30,-30,-30,-30,-30,-30,-30,-30,-16,-30,8
2267,-30,-30,-30,-30,-30,-16,-30,-30,13,-30,8
6585,-30,-30,-30,-30,-30,-30,-30,30,-30,-30,7
1154,-30,-30,30,-30,-30,-30,-30,-30,-30,-30,2
8674,-30,-30,-30,-16,-30,-30,-30,-30,-30,-30,3
2303,30,-30,-30,-30,-30,-30,-30,-30,-30,-30,0
2344,-30,-30,11,-30,-30,-30,-30,-30,-30,-30,2
952,-30,-30,-30,-30,30,-30,-30,-30,-30,-30,4
681,-30,-30,30,-30,-30,-30,-30,-30,-30,-30,2
2313,-30,-30,-30,-30,-7,-30,-30,-30,-30,-30,4
8656,-30,30,-30,-30,-30,-30,-30,-30,-30,-30,1
1739,-30,-30,-30,-30,-30,-30,-30,-30,-30,30,9
1365,-30,-30,-30,-30,-30,30,-30,-30,-30,-30,5
4491,-30,-30,-30,-30,-30,-30,-30,30,-30,-30,7
2782,-30,-30,-30,-30,-30,-30,-30,30,-30,-30,7
1964,-30,-30,30,-30,-30,-30,-30,-30,-30,-30,2
6140,-30,-30,-30,14,-30,-30,-30,-30,-30,-30,3
7183,-30,-30,30,-30,-30,-30,-30,-30,-30,-30,2
249,11,-30,-30,-30,-30,-30,-4,-30,-30,-30,0
3315,-30,-30,-30,-30,-30,21,-30,-30,30,-30,8
147,-30,-30,-30,-30,-30,30,-30,-30,-30,-30,5
9055,-30,-30,-30,-30,-30,-30,-30,30,-30,-30,7
6420,-30,-30,-30,-30,-30,-30,-30,30,-30,-30,7
905,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,0
8464,-30,30,-30,-30,-30,-30,-30,-30,-30,-30,1
1471,-19,-30,-30,-30,-30,-30,-30,-30,-30,-30,0
8863,-30,30,-30,-30,-30,-30,-30,-30,-30,-30,1
8359,-30,-30,-30,-30,-30,-29,-30,-30,-30,-30,5
2944,30,-30,-30,-30,-30,-30,-30,-30,-30,-30,0
6763,-30,-30,-30,30,-30,13,-30,-30,-30,-30,3
7632,30,-30,-30,-30,-30,-30,-30,-30,-30,-30,0
5096,-30,30,-30,-30,-30,-30,-30,-30,-30,-30,1
9518,-30,-30,-30,-30,-30,-30,-30,-30,-30,30,9
2223,-30,-30,-30,-30,-30,-30,-30,-30,-30,16,9
1430,-30,-30,-30,-30,14,-30,-30,-30,-30,-30,4
4973,-30,30,-30,-30,-30,-30,-30,-30,-30,-30,1
1671,-30,-30,-30,-30,-30,-30,-30,-30,7,-30,8
6249,-30,-30,30,-30,-30,-30,-30,-30,-30,-30,2
9840,-30,30,-30,-30,-30,-30,-30,-30,-30,-30,1
7306,-30,-30,30,-30,-30,-30,-30,-30,-30,-30,2
9865,-30,-30,-30,-30,-30,-30,-30,-30,-30,30,9
8409,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,0
7452,-30,-30,-30,-30,-30,30,-30,-30,-30,-30,5
5254,-30,-30,-30,-30,-30,-30,-30,-30,-30,30,9
9075,-30,-30,30,-30,-30,-30,-30,-30,-30,-30,2
309,-30,-30,-30,-30,-30,-30,30,-30,-30,-30,6
1123,-30,-30,-30,-30,7,-30,-30,-22,-30,-30,4
8672,-30,30,-30,-30,-30,-30,-30,-30,-30,-30,1
6610,-30,-30,-30,-30,-30,30,-30,-30,-30,-30,5
5594,-30,-30,-30,-30,-30,-20,-30,-30,-30,-30,5
940,-30,-30,30,-30,-30,-21,-30,-30,-30,-30,2
3447,-30,-30,-30,-30,-30,-30,-30,-30,-30,30,9
2202,-30,-30,30,-30,-30,-29,-30,-30,-30,-30,2
9197,30,-30,-30,-30,-30,-13,-30,-30,-30,-30,0
6143,-30,-30,-30,-30,30,-30,-30,-30,-30,-30,4
3454,30,-30,-30,-30,-30,-15,-30,-30,-30,-30,0
5310,30,-30,-30,-30,-30,-19,-30,-30,-30,-30,0
8110,-30,-30,30,-30,-30,-30,-30,-30,-30,-30,2
506,-30,-30,-30,-17,-30,23,-30,-30,30,-30,8
1705,-30,-30,-30,-30,23,-30,-30,-30,-30,-30,4
2583,-30,-30,-30,-30,-30,-30,-30,-7,-30,-30,7
5835,-30,30,-30,-30,-30,-30,-30,-30,-30,-30,1
2426,-30,-30,30,-30,-30,-30,-30,-30,-30,-30,2
1475,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,0
4732,30,-30,-30,-30,-30,1,-30,-30,-30,-30,0
6238,-30,-30,30,-30,-30,-30,-30,-30,-30,-30,2
7237,-30,-30,-30,-30,-30,-30,-30,0,-30,-28,7
3372,-30,-30,-30,-30,30,-30,-30,-30,-30,-30,4
5238,-30,-30,-30,30,-30,-30,-30,-30,-30,-30,3
6290,-30,-30,-30,30,-30,30,-30,-30,-30,-30,3
728,30,-30,-30,-30,-30,-10,-30,-30,-30,-30,0
6041,30,-30,-30,-30,-30,-30,-30,-30,-30,-30,0
5605,-30,-30,-30,30,-30,-30,-30,-30,-30,-30,3
1795,-30,30,-30,-30,-30,-30,-30,-30,-30,-30,1
7235,-30,-30,-30,-30,-30,-30,-30,-30,-30,14,9
7819,-30,-30,-30,-30,-30,25,30,-30,-30,-30,6
4007,-30,-30,-30,-30,-30,30,-30,-30,-30,-30,5
3534,-30,-30,-30,17,-30,-27,-30,-30,-30,-30,3
9506,-30,-30,-30,-30,-30,15,-30,-30,-30,-30,5
5245,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,0
8574,-30,-30,-30,-30,-30,-30,-30,18,7,-30,7
9712,-30,-30,-30,-30,-30,-30,-30,-30,-30,30,9
3974,-30,-30,-30,30,-30,-30,-30,-30,-30,-30,3
8003,-6,-30,-30,-30,-30,21,-30,-30,-30,-30,5
7152,-30,-30,-30,-30,-18,-30,-30,-30,-30,-30,4
3007,-30,-30,30,-30,-30,-30,-30,-30,-30,-30,2
4011,30,-30,-30,-30,-30,-30,-30,-30,-30,-30,0
6929,-30,-30,-30,-30,-30,-30,-30,15,-30,-30,7
4308,-30,30,-30,-30,-30,-30,-30,-30,-30,-30,1
9534,-30,30,-30,-30,-30,-30,-30,-30,-30,-30,1
8424,-30,-30,30,-30,-30,-30,-30,-30,-30,-30,2
2308,-30,30,-30,-30,-30,-30,-30,-30,-30,-30,1
1772,-30,-30,-30,-30,-30,30,-30,-30,-30,-30,5
3852,-30,-30,-30,30,-30,-28,-30,-30,-30,-30,3
1945,-30,-30,-21,30,-30,-30,-30,-30,-22,-30,3
8872,-30,-30,-30,-30,-18,-30,-30,-30,-30,-25,4
21,-30,-30,-30,-30,-30,-30,-30,30,-30,-30,7
5512,-30,-30,-23,-30,-30,4,-30,-30,-18,-30,5
1449,-30,-30,-30,-30,-30,-10,30,-30,-30,-30,6
9522,-30,-30,-30,-12,-30,-30,-27,-30,-30,-30,3
1265,-30,-30,-30,-30,-30,-30,15,-30,-30,-30,6
6287,-30,30,-30,-30,-30,-30,-30,-30,-30,-30,1
9041,-30,-30,-30,30,-30,30,-30,-30,-30,-30,3
4769,-30,-30,-30,-30,-30,30,-30,-30,23,-30,5
88,-30,30,-30,-30,-30,-30,-30,-30,-30,-30,1
6571,30,-30,-30,-3,-30,-30,-30,-30,-30,-30,0
9159,-30,-30,-30,-30,-30,30,-30,-30,-30,-30,5
5585,-30,30,-30,-30,-30,-30,-30,-30,-30,-30,1
1116,-30,-30,-30,11,-30,-30,-30,-17,-30,-30,3
3499,-30,30,-30,-30,-30,-30,-30,-30,-30,-30,1
3565,-30,-30,-30,-30,-30,30,-30,-30,-2,-30,5
7840,11,-30,-30,-30,-30,-20,-30,-30,-30,-30,0
5666,-30,-30,-30,-30,-30,-30,3,-30,-30,-30,6
6068,-30,30,-30,-30,-30,-30,-30,-30,-30,-30,1
183,-30,-30,-30,-30,-30,-30,-30,-30,30,-30,8
182,-30,-30,-30,-30,-30,30,-30,-30,-30,-30,5
5963,-30,30,-30,-30,-30,-30,-30,-30,-30,-30,1
7885,-30,-30,-30,-30,-30,-30,-30,30,-30,-30,7
9383,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,0
1396,-30,-30,-30,-30,6,-30,-30,-30,-30,-30,4
5664,-30,-30,-30,-30,-30,-30,30,-30,-30,-30,6
2185,-30,-30,-23,-30,-30,-30,-30,-30,-30,-30,2
9236,-30,-30,30,-30,-30,-30,-30,-30,-30,-30,2
8576,-30,-30,-30,-30,-30,30,-30,-30,-30,-30,5
4164,30,-30,-30,-30,-30,-30,-30,-30,-30,-30,0
274,-30,-30,-30,-30,-30,-30,19,-30,-30,-30,6
8044,-30,-30,-30,-30,-30,12,-30,-30,-30,-30,5
7401,-30,-30,-30,-30,-30,-30,30,-30,-30,-30,6
1224,-30,-30,-30,30,-30,-30,-30,-30,-30,-30,3
2195,-30,-30,-30,-30,-30,-30,-30,30,-30,-30,7
6693,-30,-30,30,-30,-30,-30,-30,-30,-30,-30,2
8988,30,-30,-30,-30,-30,-9,-30,-30,-30,-30,0
593,-30,-30,-30,-30,-30,14,-30,-30,12,-30,5
8646,-30,-30,-30,-30,-30,-30,-30,-30,30,-30,8
8318,-30,-30,-30,-30,-30,30,-30,-30,-30,-30,5
4015,-30,-30,-30,-30,22,-30,-30,-30,-30,-7,4
8429,-30,30,-30,-30,-30,-30,-30,-30,-30,-30,1
5630,-30,30,-30,-30,-30,-30,-30,-30,-30,-30,1
4966,-30,-30,-30,-30,30,-30,-30,-30,-30,-30,4
694,30,-30,-30,-30,-30,-2,-30,-30,-30,-30,0
2907,-30,-30,-30,-30,-30,-30,-30,30,-30,-30,7
5147,-30,-30,-30,30,-30,-30,-30,-30,-30,-30,3
8124,-30,-30,-30,-30,-30,-30,-30,30,-30,-30,7
1665,-30,-30,-30,-30,-30,-30,30,-30,-30,-30,6
1142,-30,30,-30,-30,-30,-30,-30,-30,-30,-30,1
2701,-30,-30,-30,-30,-30,-30,13,-30,-30,-30,6
4230,-30,-30,30,-30,-30,-30,-30,-30,-30,-30,2
4870,-30,30,-30,-30,-30,-30,-30,-30,-30,-30,1
4204,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,0
9189,-22,-30,24,-30,-30,-30,-30,-30,-30,-30,2
4770,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,0
1579,-30,-30,-30,-30,-30,-30,30,-30,-30,-30,6
4448,-30,30,-30,-30,-30,-30,-30,-30,-30,-30,1
3850,-30,-30,-30,-30,-30,-30,-30,-30,-30,26,9
6690,-30,-30,-30,-30,-30,30,-30,-30,-30,-30,5
9010,-30,-30,30,-30,-30,-30,-30,-30,-30,-30,2
4664,-30,-30,-30,-30,-30,30,-30,-30,-30,-30,5
3651,-30,-30,-30,-30,30,-30,-30,-30,-30,-30,4
8553,-30,-30,-30,-30,30,-30,-30,-30,-30,-30,4
5641,-30,-30,27,-9,-30,-30,-30,-30,-30,-30,2
489,-30,-30,-30,13,-30,-30,-30,-30,30,-30,8
5323,-30,-30,-27,20,-30,-30,-30,-30,-30,-30,3
9800,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,0
5583,-30,-30,5,-30,-30,-30,-30,-30,-30,-30,2
1426,-30,-30,-30,-30,6,-30,-30,-30,-30,-30,4
473,-15,-30,-30,-30,-30,-19,-30,-30,-30,-30,0
103,30,-30,-30,-30,-30,9,-30,-30,-30,-30,0
3808,-30,-30,-30,30,-30,5,-30,-30,-30,-30,3
